,location,total_sqft,bath,price,bhk
7120,Yelahanka,1835.0,3.0,108.0,3
7123,Yelahanka,1890.0,3.0,109.0,3
7124,Yelahanka,700.0,1.0,38.0,1
7125,Yelahanka,1491.0,3.0,85.0,3
7129,Yelahanka,3019.0,6.0,190.0,4
7131,Yelahanka,1600.0,3.0,100.0,3
7136,Yelahanka,1350.0,2.0,85.0,3
7137,Yelahanka,1633.0,3.0,110.0,3
7140,Yelahanka,1355.0,2.0,75.0,3
7143,Yelahanka,1104.0,2.0,58.0,2
7145,Yelahanka,1175.0,2.0,67.77,2
7146,Yelahanka,1322.0,2.0,77.9,2
7147,Yelahanka,602.0,1.0,33.0,1
7148,Yelahanka,1315.0,2.0,77.0,2
7156,Yelahanka,1267.0,3.0,78.0,2
7157,Yelahanka,1360.0,2.0,78.19,2
7159,Yelahanka New Town,650.0,1.0,33.0,1
7160,Yelahanka New Town,500.0,1.0,20.0,1
7161,Yelahanka New Town,440.0,1.0,16.5,1
7162,Yelahanka New Town,1610.0,3.0,92.0,3
7163,Yelahanka New Town,1700.0,3.0,90.0,3
7165,Yelahanka New Town,350.0,1.0,13.5,1
7168,Yelahanka New Town,500.0,2.0,24.0,1
7174,Yelahanka New Town,1209.0,2.0,65.0,3
7175,Yelahanka New Town,1400.0,2.0,80.0,3
7178,Yelahanka New Town,1420.0,2.0,75.0,3
7180,Yelahanka New Town,2200.0,2.0,180.0,2
7181,Yelahanka New Town,488.0,1.0,20.0,1
7182,Yelahanka New Town,1100.0,2.0,58.0,2
7188,Yelahanka New Town,1740.0,3.0,150.0,3
7189,Yelahanka New Town,1290.0,2.0,70.0,2
7196,Yelenahalli,1175.0,2.0,50.0,2
7197,Yelenahalli,1650.0,3.0,68.0,3
7201,Yeshwanthpur,1693.0,3.0,108.0,3
7203,Yeshwanthpur,1950.0,4.0,130.0,4
7210,Yeshwanthpur,1277.5,2.0,95.815,2
7212,Yeshwanthpur,1185.0,2.0,75.84,2
7213,Yeshwanthpur,1195.0,2.0,100.0,2
7214,Yeshwanthpur,1313.0,3.0,96.0,3
7215,Yeshwanthpur,1400.0,2.0,100.0,2
7219,Yeshwanthpur,717.0,2.0,49.475,2
7222,Yeshwanthpur,605.0,1.0,41.745,1
7226,Yeshwanthpur,3027.0,4.0,260.0,3
7232,Yeshwanthpur,1240.0,2.0,80.0,2
7233,Yeshwanthpur,1713.0,3.0,110.0,3
7235,Yeshwanthpur,1541.0,2.0,130.0,2
7237,Yeshwanthpur,1362.0,2.0,100.0,2
7239,Yeshwanthpur,1855.0,3.0,140.0,3
7241,Yeshwanthpur,1165.0,2.0,85.0,2
7244,Yeshwanthpur,1825.0,3.0,145.0,3
7247,Yeshwanthpur,650.0,1.0,40.0,1
7248,Yeshwanthpur,1500.0,3.0,100.0,3
7258,Yeshwanthpur,1692.0,3.0,108.0,3
7260,Yeshwanthpur,2500.0,5.0,185.0,6
7265,Yeshwanthpur,1855.0,3.0,135.0,3
7266,Yeshwanthpur,1876.0,3.0,160.0,3
7268,other,2770.0,4.0,290.0,3
7271,other,600.0,1.0,38.0,1
7274,other,1500.0,2.0,185.0,2
7275,other,840.0,2.0,45.0,2
7277,other,845.0,2.0,55.0,2
7278,other,2511.0,3.0,205.0,3
7279,other,1660.0,2.0,105.0,3
7281,other,1200.0,2.0,65.0,2
7282,other,1200.0,3.0,90.0,3
7286,other,782.0,2.0,55.68,2
7287,other,1800.0,3.0,120.0,3
7289,other,945.0,2.0,54.0,2
7291,other,1260.0,2.0,85.05,3
7293,other,2795.0,4.0,235.0,3
7295,other,1904.0,3.0,150.0,3
7296,other,2000.0,3.0,175.0,3
7299,other,1500.0,3.0,100.0,3
7302,other,1783.0,3.0,115.0,3
7303,other,912.0,2.0,70.0,3
7306,other,1580.0,3.0,100.0,3
7309,other,2405.0,4.0,260.0,3
7310,other,1500.0,2.0,115.0,2
7315,other,1060.0,2.0,60.0,2
7318,other,1285.0,2.0,72.5,2
7319,other,4050.0,3.0,280.0,3
7322,other,1280.0,2.0,69.0,2
7326,other,900.0,2.0,110.0,2
7331,other,1560.0,3.0,115.0,3
7334,other,1200.0,4.0,165.0,4
7337,other,1200.0,2.0,79.0,2
7339,other,1350.0,2.0,140.0,3
7340,other,1800.0,3.0,150.0,3
7342,other,1762.0,3.0,125.0,3
7344,other,1308.0,2.0,89.04,2
7345,other,1200.0,3.0,90.0,3
7346,other,2023.71,3.0,275.0,3
7352,other,2150.0,4.0,240.0,3
7355,other,3309.0,4.0,325.0,4
7358,other,1150.0,2.0,126.0,2
7361,other,1200.0,2.0,74.0,2
7364,other,1753.0,3.0,120.0,3
7366,other,720.0,2.0,45.0,2
7369,other,1200.0,3.0,165.0,4
7370,other,700.0,1.0,41.0,1
7372,other,1595.0,3.0,115.0,3
7373,other,1353.0,2.0,110.0,2
7374,other,1200.0,2.0,85.0,1
7377,other,1325.0,2.0,90.0,3
7380,other,1056.0,2.0,80.0,2
7384,other,1544.0,3.0,120.0,3
7385,other,1200.0,2.0,65.0,2
7386,other,540.0,1.0,36.0,1
7387,other,1578.0,3.0,180.0,3
7389,other,1600.0,2.0,115.0,2
7393,other,834.0,1.0,60.0,1
7395,other,3000.0,5.0,260.0,4
7396,other,2160.0,5.0,250.0,6
7404,other,1630.0,2.0,200.0,2
7408,other,4046.0,4.0,445.0,4
7409,other,1180.0,2.0,78.34,3
7410,other,1355.0,2.0,115.0,2
7411,other,600.0,1.0,50.0,1
7412,other,1875.0,3.0,165.0,3
7413,other,600.0,2.0,55.0,2
7416,other,1750.0,3.0,120.0,3
7419,other,1092.0,2.0,98.5,3
7422,other,1855.0,3.0,225.0,3
7429,other,600.0,1.0,60.0,1
7430,other,1468.0,2.0,140.0,2
7431,other,4300.0,5.0,550.0,4
7433,other,775.0,2.0,55.0,2
7436,other,1352.0,3.0,135.0,3
7441,other,1976.0,3.0,184.0,3
7442,other,5500.0,4.0,600.0,4
7443,other,1200.0,3.0,95.0,3
7446,other,1180.0,2.0,69.0,2
7449,other,1500.0,4.0,180.0,4
7451,other,1282.0,2.0,87.0,2
7453,other,1500.0,2.0,95.0,3
7454,other,1300.0,1.0,115.0,2
7457,other,1350.0,2.0,80.0,2
7464,other,1141.0,2.0,62.0,2
7477,other,1200.0,4.0,135.0,4
7479,other,1500.0,3.0,115.0,3
7480,other,1824.0,3.0,125.0,3
7481,other,750.0,1.0,56.25,1
7489,other,2400.0,3.0,170.0,3
7491,other,1500.0,2.0,98.0,3
7492,other,3095.0,3.0,350.0,3
7495,other,1500.0,3.0,100.0,3
7497,other,1560.0,5.0,145.0,5
7499,other,1560.0,3.0,188.0,3
7510,other,1200.0,3.0,130.0,3
7511,other,1050.0,2.0,67.0,2
7512,other,1596.0,3.0,105.0,3
7516,other,1200.0,3.0,85.0,3
7517,other,1132.0,2.0,67.0,2
7522,other,1380.0,2.0,80.0,2
7525,other,4346.0,5.0,500.0,4
7529,other,2200.0,3.0,187.0,3
7530,other,3329.0,3.0,330.0,3
7531,other,3600.0,4.0,300.0,4
7532,other,3500.0,3.0,450.0,4
7535,other,1093.0,2.0,65.0,2
7540,other,1100.0,2.0,62.7,2
7543,other,2197.0,4.0,280.0,3
7545,other,1100.0,2.0,60.0,2
7546,other,1600.0,3.0,172.0,4
7548,other,2000.0,3.0,166.0,4
7554,other,1650.0,3.0,110.0,3
7555,other,1200.0,2.0,66.0,2
7557,other,1525.0,2.0,122.0,3
7561,other,2400.0,3.0,200.0,4
7562,other,1000.0,2.0,130.0,2
7564,other,3040.0,1.0,180.0,2
7567,other,1390.0,3.0,120.0,3
7569,other,1135.0,2.0,68.0,2
7570,other,900.0,2.0,55.0,2
7574,other,2500.0,3.0,250.0,3
7577,other,1000.0,4.0,66.0,3
7579,other,1269.72,2.0,68.0,2
7590,other,2000.0,3.0,210.0,3
7591,other,2400.0,4.0,300.0,5
7592,other,1760.0,3.0,176.0,3
7593,other,595.0,1.0,42.0,1
7598,other,1170.0,2.0,86.0,2
7599,other,2200.0,4.0,235.0,4
7606,other,1650.0,3.0,175.0,3
7612,other,1250.0,2.0,80.0,3
7613,other,1650.0,4.0,160.0,3
7614,other,1494.0,2.0,94.55,3
7615,other,800.0,2.0,50.0,2
7616,other,1225.0,2.0,150.0,2
7618,other,3675.0,4.0,367.0,4
7619,other,1200.0,2.0,150.0,2
7622,other,1350.0,2.0,80.0,2
7624,other,1614.0,3.0,110.0,3
7625,other,1188.0,2.0,73.0,2
7626,other,680.0,2.0,42.0,2
7629,other,955.0,2.0,53.55,2
7631,other,2479.13,3.0,215.0,3
7632,other,1100.0,2.0,106.0,2
7638,other,2000.0,3.0,207.0,3
7639,other,1050.0,2.0,110.0,2
7646,other,1685.0,2.0,110.0,3
7648,other,1550.0,3.0,110.0,3
7651,other,3155.0,4.0,370.0,3
7653,other,1265.0,2.0,70.0,2
7654,other,1012.0,2.0,59.0,2
7655,other,2045.0,4.0,154.0,3
7657,other,2400.0,4.0,280.0,6
7659,other,1158.0,2.0,85.0,3
7660,other,925.0,2.0,51.0,2
7661,other,1415.0,2.0,110.0,2
7665,other,4750.0,5.0,600.0,4
7666,other,1840.0,3.0,155.0,3
7667,other,1350.0,2.0,185.0,2
7668,other,824.0,2.0,60.0,2
7669,other,1340.0,2.0,100.0,3
7670,other,1620.0,2.0,110.0,3
7671,other,1533.0,3.0,115.0,3
7685,other,1140.0,2.0,76.0,2
7686,other,1198.0,2.0,84.0,2
7687,other,4000.0,4.0,520.0,4
7689,other,1370.0,2.0,75.0,2
7693,other,1000.0,1.0,55.0,2
7694,other,1200.0,2.0,125.0,2
7698,other,1050.0,1.0,70.0,1
7699,other,1200.0,2.0,80.0,3
7708,other,1575.0,4.0,150.0,5
7710,other,4800.0,5.0,629.0,4
7711,other,1200.0,2.0,70.0,2
7715,other,1300.0,2.0,79.0,2
7717,other,3500.0,4.0,350.0,4
7719,other,1000.0,2.0,110.0,3
7727,other,2400.0,3.0,260.0,3
7731,other,1452.55,2.0,110.0,2
7732,other,2357.0,3.0,151.0,3
7733,other,1170.0,2.0,105.0,2
7734,other,1411.0,3.0,91.72,3
7736,other,3095.0,3.0,375.0,3
7738,other,1100.0,3.0,78.0,3
7740,other,3600.0,4.0,365.0,4
7745,other,1650.0,3.0,165.0,3
7746,other,1550.0,2.0,150.0,3
7748,other,1150.0,2.0,75.0,3
7750,other,1229.0,3.0,86.03,3
7751,other,1030.0,2.0,61.0,2
7753,other,1165.0,2.0,135.0,2
7758,other,1315.0,2.0,90.0,2
7759,other,1210.0,2.0,72.0,2
7760,other,11338.0,9.0,1000.0,6
7764,other,1170.0,2.0,68.0,2
7765,other,1600.0,2.0,110.0,2
7769,other,1980.0,3.0,224.0,3
7772,other,1900.0,3.0,160.0,3
7774,other,1100.0,2.0,75.0,2
7778,other,3515.0,3.0,420.0,3
7780,other,1100.0,2.0,70.0,2
7784,other,700.0,1.0,41.0,1
7789,other,3000.0,3.0,250.0,3
7790,other,1100.0,2.0,61.0,2
7795,other,1165.0,2.0,75.0,2
7798,other,1600.0,5.0,140.0,5
7800,other,1000.0,2.0,65.0,3
7802,other,2400.0,4.0,325.0,3
7804,other,1463.0,1.0,142.0,2
7806,other,2401.0,3.0,185.0,3
7807,other,1875.0,2.0,235.0,3
7808,other,1200.0,3.0,90.0,3
7811,other,890.0,1.0,75.0,1
7814,other,2400.0,3.0,290.0,3
7819,other,1350.0,2.0,90.0,2
7823,other,800.0,1.0,52.0,1
7826,other,792.0,2.0,70.0,2
7829,other,2400.0,5.0,235.0,5
7832,other,461.82,1.0,31.7,1
7836,other,1260.0,2.0,75.0,2
7840,other,2820.0,3.0,285.0,3
7841,other,1950.0,3.0,130.0,3
7843,other,1350.0,2.0,140.0,3
7844,other,4051.0,4.0,345.0,4
7845,other,1308.0,2.0,92.66,2
7846,other,2100.0,3.0,170.0,3
7847,other,1991.0,3.0,160.0,3
7851,other,3000.0,4.0,342.0,4
7852,other,2400.0,6.0,245.0,6
7854,other,1375.0,2.0,105.0,2
7855,other,1693.0,3.0,108.0,3
7862,other,1150.0,2.0,77.5,3
7867,other,1058.0,2.0,60.0,2
7869,other,1672.0,3.0,150.0,3
7872,other,1250.0,3.0,139.0,3
7873,other,1468.0,3.0,130.0,2
7877,other,1480.0,2.0,145.0,3
7880,other,2280.0,3.0,285.0,3
7881,other,2000.0,3.0,200.0,3
7884,other,1080.0,2.0,75.0,3
7887,other,1125.0,2.0,75.0,2
7889,other,1639.0,3.0,123.0,3
7892,other,1740.0,3.0,199.0,3
7893,other,1372.0,2.0,90.0,3
7895,other,6200.0,5.0,720.0,5
7898,other,925.0,2.0,63.0,2
7900,other,1200.0,2.0,79.0,2
7901,other,2500.0,3.0,270.0,3
7902,other,1584.0,3.0,145.0,4
7903,other,1570.0,3.0,115.0,3
7904,other,3000.0,3.0,400.0,3
7909,other,1750.0,3.0,180.0,3
7910,other,1500.0,1.0,160.0,2
7911,other,2100.0,6.0,275.0,6
7918,other,1200.0,2.0,125.0,2
7919,other,1270.0,2.0,175.0,4
7920,other,1200.0,3.0,130.0,3
7921,other,3595.0,6.0,360.0,4
7924,other,3100.0,5.0,385.0,4
7926,other,1200.0,4.0,150.0,4
7927,other,3259.0,3.0,270.0,3
7930,other,596.0,1.0,42.0,1
7932,other,1200.0,4.0,110.0,4
7933,other,1910.0,3.0,190.0,3
7936,other,1750.0,3.0,149.0,3
7938,other,985.0,2.0,63.0,2
7939,other,1300.0,2.0,129.0,2
7946,other,1350.0,4.0,145.0,4
7953,other,1550.0,2.0,160.0,2
7957,other,1000.0,2.0,80.0,2
7959,other,1500.0,2.0,97.0,3
7960,other,1865.0,4.0,140.0,3
7962,other,1200.0,3.0,120.0,3
7969,other,2150.0,6.0,205.0,6
7972,other,675.0,3.0,52.0,2
7973,other,1801.0,3.0,139.0,3
7975,other,2990.0,4.0,324.0,4
7976,other,2400.0,2.0,160.0,2
7978,other,1150.0,2.0,75.0,2
7979,other,1200.0,3.0,165.0,3
7993,other,1839.0,3.0,165.0,3
7995,other,900.0,2.0,70.0,2
7997,other,1500.0,3.0,149.0,3
8000,other,750.0,2.0,50.0,1
8001,other,2400.0,4.0,225.0,5
8002,other,600.0,3.0,75.0,2
8008,other,1200.0,2.0,70.0,2
8009,other,1200.0,2.0,160.0,2
8010,other,1904.0,3.0,155.0,3
8011,other,2770.0,4.0,315.0,3
8021,other,1280.0,2.0,75.0,2
8022,other,735.0,1.0,75.0,1
8025,other,1200.0,4.0,145.0,3
8026,other,1200.0,2.0,100.0,2
8027,other,1200.0,3.0,160.0,3
8028,other,1265.0,2.0,82.0,3
8033,other,1030.0,2.0,77.25,2
8035,other,2000.0,3.0,160.0,3
8039,other,1380.0,2.0,75.0,2
8044,other,3100.0,3.0,250.0,3
8046,other,1190.0,2.0,100.0,2
8048,other,1500.0,3.0,95.0,3
8052,other,1274.0,2.0,81.0,2
8055,other,1200.0,4.0,140.0,4
8058,other,1097.0,2.0,65.0,2
8059,other,1600.0,3.0,165.0,4
8061,other,900.0,2.0,110.0,2
8062,other,1200.0,2.0,125.0,2
8063,other,1355.0,2.0,75.0,2
8065,other,7500.0,4.0,900.0,4
8068,other,4104.0,4.0,360.0,4
8072,other,2080.0,2.0,150.0,2
8073,other,1505.0,2.0,90.0,2
8074,other,1200.0,3.0,95.75,3
8075,other,1810.0,4.0,148.0,3
8077,other,1530.0,2.0,97.0,3
8083,other,1500.0,2.0,130.0,3
8087,other,1400.0,2.0,80.0,2
8088,other,1533.0,3.0,150.0,3
8090,other,3730.0,6.0,450.0,4
8091,other,745.0,2.0,50.0,2
8093,other,1355.0,2.0,95.0,2
8094,other,833.0,1.0,49.0,1
8096,other,3000.0,5.0,270.0,4
8097,other,1220.0,2.0,68.0,2
8098,other,3811.0,3.0,475.0,4
8102,other,1350.0,2.0,110.0,2
8107,other,2000.0,4.0,180.0,5
8111,other,1280.0,4.0,115.0,4
8112,other,1200.0,3.0,85.0,3
8114,other,1655.0,3.0,155.0,3
8115,other,1150.0,2.0,74.0,2
8117,other,1200.0,2.0,108.0,3
8118,other,1200.0,2.0,75.0,2
8123,other,1500.0,2.0,203.0,2
8126,other,4500.0,9.0,500.0,9
8129,other,1550.0,3.0,160.0,3
8133,other,3179.0,5.0,351.0,4
8135,other,1200.0,3.0,85.0,2
8137,other,1800.0,3.0,140.0,3
8140,other,3900.0,4.0,333.0,4
8141,other,2400.0,4.0,200.0,3
8145,other,950.0,2.0,60.0,2
8151,other,1900.0,3.0,205.0,3
8155,other,2100.0,3.0,240.0,3
8159,other,1200.0,3.0,140.0,3
8160,other,814.0,2.0,55.0,2
8164,other,1590.0,3.0,120.0,3
8165,other,3754.0,6.0,430.0,4
8169,other,1340.0,2.0,77.0,2
8174,other,2300.0,4.0,200.0,4
8175,other,1210.0,2.0,76.0,2
8180,other,1065.0,2.0,58.0,2
8184,other,3600.0,4.0,450.0,4
8191,other,1000.0,1.0,75.0,2
8195,other,850.0,2.0,75.0,2
8200,other,1150.0,2.0,125.0,2
8203,other,2550.0,4.0,290.0,3
8205,other,3080.0,2.0,285.0,4
8207,other,3400.0,6.0,420.0,4
8208,other,450.0,1.0,25.0,1
8209,other,1100.0,2.0,85.0,2
8214,other,1036.0,2.0,110.0,2
8217,other,1376.0,4.0,156.0,4
8222,other,1080.0,2.0,62.0,2
8226,other,1475.0,2.0,200.0,3
8227,other,1200.0,3.0,96.25,3
8230,other,830.0,2.0,60.0,2
8231,other,1500.0,2.0,88.0,2
8234,other,856.0,2.0,48.0,2
8235,other,1143.0,2.0,62.0,2
8237,other,1117.0,2.0,110.0,2
8238,other,600.0,1.0,43.0,1
8243,other,2675.0,4.0,290.0,4
8248,other,3500.0,5.0,450.0,4
8253,other,1020.0,2.0,62.0,2
8254,other,3563.0,6.0,310.0,4
8257,other,3300.0,5.0,318.0,4
8258,other,1200.0,3.0,165.0,3
8262,other,1718.0,3.0,223.0,3
8264,other,985.0,2.0,55.0,2
8269,other,1030.0,2.0,80.0,2
8271,other,1150.0,2.0,69.0,2
8276,other,900.0,2.0,55.0,2
8282,other,1750.0,2.0,225.0,4
8284,other,1100.0,2.0,78.0,2
8285,other,1180.0,2.0,74.0,2
8289,other,1800.0,3.0,230.0,3
8292,other,2000.0,3.0,145.0,3
8300,other,922.0,2.0,70.0,2
8301,other,850.0,2.0,72.0,2
8302,other,1200.0,1.0,65.0,2
8304,other,1233.0,2.0,100.0,2
8315,other,1500.0,3.0,138.0,3
8316,other,700.0,2.0,43.0,2
8317,other,1750.0,3.0,170.0,3
8318,other,1365.0,3.0,99.0,3
8320,other,708.0,1.0,55.0,2
8321,other,1680.0,3.0,135.0,3
8322,other,990.0,2.0,58.0,2
8323,other,1240.0,2.0,100.0,2
8324,other,1810.0,3.0,118.0,3
8325,other,2005.0,3.0,240.0,3
8328,other,1000.0,2.0,97.0,2
8338,other,840.0,1.0,75.0,1
8339,other,1760.0,2.0,116.0,3
8342,other,600.0,1.0,52.0,2
8343,other,1670.0,3.0,160.0,3
8347,other,2400.0,5.0,285.0,5
8353,other,905.0,2.0,50.0,2
8354,other,1495.0,3.0,200.0,3
8359,other,1080.0,2.0,75.0,3
8361,other,1537.0,3.0,110.0,3
8362,other,1750.0,3.0,150.0,3
8363,other,2800.0,7.0,250.0,7
8365,other,1191.0,2.0,90.0,2
8368,other,1200.0,3.0,150.0,3
8369,other,2849.0,5.0,250.0,4
8374,other,827.0,2.0,45.0,2
8381,other,1205.0,2.0,70.0,2
8382,other,1194.0,2.0,65.0,2
8386,other,2200.0,4.0,160.0,3
8389,other,1900.0,3.0,155.0,3
8390,other,1200.0,1.0,95.0,2
8392,other,1100.0,2.0,61.0,2
8393,other,1100.0,2.0,110.0,2
8394,other,1942.0,3.0,155.0,3
8395,other,1200.0,4.0,80.0,3
8405,other,1200.0,1.0,69.0,1
8411,other,1190.0,2.0,70.0,2
8415,other,1250.0,2.0,68.0,2
8416,other,1290.0,1.0,77.5,2
8418,other,1464.0,2.0,145.0,2
8419,other,1200.0,2.0,75.0,2
8422,other,1485.0,2.0,156.0,3
8423,other,2070.0,3.0,135.0,3
8426,other,800.0,2.0,55.0,2
8428,other,1480.0,2.0,125.0,3
8430,other,1500.0,2.0,130.0,2
8432,other,1504.0,2.0,100.0,3
8434,other,1602.0,2.0,165.0,3
8435,other,1200.0,4.0,130.0,4
8436,other,1800.0,3.0,220.0,3
8442,other,1862.0,3.0,120.0,3
8443,other,2700.0,3.0,200.0,3
8446,other,1490.0,2.0,115.0,3
8448,other,1740.0,3.0,120.0,3
8449,other,1020.0,2.0,60.0,2
8453,other,3664.0,3.0,325.0,3
8454,other,690.0,2.0,42.0,2
8455,other,1520.0,3.0,111.0,3
8458,other,1250.0,2.0,90.0,2
8459,other,1900.0,2.0,190.0,3
8461,other,1602.0,2.0,170.0,3
8462,other,1230.0,2.0,70.0,2
8464,other,450.0,1.0,60.0,1
8466,other,3463.0,6.0,310.0,4
8467,other,1200.0,2.0,85.0,2
8470,other,2000.0,4.0,130.0,3
8471,other,1350.0,4.0,140.0,4
8474,other,1175.0,2.0,79.0,2
8476,other,1112.0,2.0,68.0,2
8479,other,1158.0,2.0,75.0,2
8482,other,1200.0,2.0,90.0,2
8483,other,1200.0,2.0,67.0,2
8484,other,1266.67,2.0,69.0,2
8486,other,2000.0,2.0,160.0,2
8489,other,2679.0,5.0,280.0,4
8490,other,1230.0,2.0,75.0,2
8493,other,2400.0,2.0,135.0,2
8494,other,880.0,2.0,48.0,2
8499,other,1022.0,2.0,57.0,2
8501,other,1200.0,2.0,76.0,2
8505,other,1542.0,3.0,98.0,3
8508,other,1333.0,2.0,77.27,2
8509,other,1100.0,3.0,110.0,3
8510,other,1050.0,2.0,70.0,2
8514,other,1200.0,4.0,165.0,4
8515,other,1100.0,2.0,145.0,3
8516,other,1200.0,3.0,99.0,3
8519,other,1000.0,2.0,60.0,2
8522,other,1012.0,2.0,59.0,2
8525,other,1200.0,4.0,140.0,4
8527,other,600.0,2.0,39.0,2
8530,other,1700.0,3.0,111.0,3
8535,other,1080.0,3.0,149.0,3
8536,other,900.0,2.0,65.0,3
8538,other,1200.0,3.0,160.0,4
8540,other,2456.0,3.0,220.0,3
8542,other,1530.0,2.0,185.0,2
8545,other,1717.0,3.0,120.0,3
8548,other,1475.0,2.0,171.0,2
8552,other,1504.0,2.0,102.0,3
8558,other,2400.0,4.0,250.0,4
8563,other,1044.0,2.0,60.0,2
8567,other,1567.2,2.0,190.0,3
8571,other,1293.0,2.0,75.0,2
8573,other,860.0,2.0,65.5,2
8576,other,1374.0,2.0,88.0,3
8581,other,834.0,1.0,62.0,1
8582,other,600.0,1.0,52.0,1
8584,other,2750.0,3.0,260.0,3
8588,other,1280.0,2.0,90.0,2
8590,other,2075.0,3.0,175.0,3
8597,other,2274.24,4.0,160.0,3
8599,other,900.0,3.0,105.0,2
8605,other,1313.0,4.0,150.0,3
8609,other,2665.0,3.0,350.0,3
8616,other,2400.0,5.0,300.0,6
8618,other,1235.0,2.0,140.0,2
8619,other,3200.0,3.0,260.0,3
8621,other,3754.0,6.0,480.0,4
8625,other,1200.0,2.0,100.0,3
8626,other,1205.0,2.0,70.0,2
8629,other,1250.0,2.0,67.0,2
8632,other,375.0,1.0,26.0,1
8633,other,800.0,3.0,59.5,2
8635,other,1400.0,2.0,85.0,2
8637,other,925.0,2.0,70.0,2
8640,other,3500.0,2.0,350.0,4
8643,other,2100.0,4.0,255.0,3
8644,other,400.0,1.0,35.0,1
8651,other,5000.0,5.0,600.0,4
8653,other,4800.0,5.0,420.0,4
8654,other,3400.0,3.0,400.0,3
8655,other,600.0,1.0,33.0,1
8659,other,800.0,1.0,72.0,1
8661,other,1225.0,2.0,82.0,3
8663,other,1196.0,2.0,96.0,2
8664,other,927.0,2.0,50.0,2
8670,other,800.0,2.0,85.0,2
8671,other,985.0,2.0,57.0,2
8674,other,600.0,2.0,80.0,2
8681,other,3060.0,4.0,350.0,4
8684,other,600.0,1.0,35.0,1
8685,other,1010.0,2.0,55.0,2
8688,other,3978.0,4.0,428.0,4
8691,other,2008.0,3.0,170.0,3
8692,other,2095.0,3.0,142.0,3
8695,other,1350.0,4.0,160.0,4
8697,other,1280.0,2.0,100.0,3
8698,other,1650.0,3.0,110.0,3
8701,other,1044.0,2.0,85.0,2
8703,other,840.0,1.0,99.0,2
8706,other,3870.0,4.0,411.0,4
8708,other,1835.0,3.0,175.0,3
8714,other,2380.0,4.0,242.0,4
8715,other,900.0,1.0,70.0,2
8716,other,1517.0,2.0,125.0,2
8721,other,1850.0,3.0,175.0,6
8722,other,510.0,1.0,34.0,1
8723,other,1166.0,2.0,65.0,2
8724,other,2700.0,2.0,260.0,3
8725,other,1350.0,2.0,175.0,3
8727,other,940.0,2.0,56.0,2
8732,other,1000.0,2.0,63.0,2
8737,other,1804.0,3.0,150.0,3
8740,other,3000.0,3.0,300.0,4
8745,other,1200.0,4.0,110.0,4
8747,other,1217.0,2.0,164.0,2
8750,other,600.0,1.0,45.0,1
8752,other,1280.0,3.0,87.0,3
8754,other,1567.0,3.0,100.0,3
8755,other,2350.0,3.0,210.0,3
8760,other,520.0,2.0,29.0,1
8761,other,1950.0,3.0,230.0,3
8762,other,600.0,1.0,58.0,1
8765,other,375.0,1.0,40.0,1
8767,other,2000.0,2.0,120.0,2
8773,other,1130.0,2.0,74.0,2
8774,other,1407.0,2.0,83.87,2
8776,other,1350.0,4.0,160.0,4
8777,other,2375.0,3.0,260.0,4
8778,other,1200.0,2.0,67.0,2
8779,other,1872.0,3.0,152.0,3
8780,other,1400.0,3.0,90.0,3
8783,other,600.0,2.0,35.0,1
8797,other,1800.0,4.0,115.0,3
8801,other,1050.0,2.0,65.0,2
8802,other,905.0,2.0,50.0,2
8806,other,3155.0,3.0,315.0,3
8812,other,1464.0,2.0,135.0,3
8814,other,1200.0,2.0,75.0,2
8815,other,1707.0,3.0,171.0,3
8816,other,565.0,1.0,33.0,1
8817,other,630.0,2.0,70.0,1
8818,other,1000.0,2.0,55.0,2
8823,other,1100.0,2.0,70.0,2
8824,other,420.0,1.0,23.5,1
8827,other,1225.0,2.0,71.05,2
8830,other,3760.0,2.0,280.0,2
8831,other,3071.0,4.0,300.0,3
8840,other,2250.0,3.0,180.0,3
8843,other,1209.0,2.0,100.0,2
8844,other,1500.0,3.0,95.0,3
8845,other,1000.0,2.0,60.0,2
8847,other,1200.0,4.0,130.0,4
8848,other,2250.0,3.0,199.0,3
8849,other,3700.0,4.0,314.0,4
8851,other,1405.0,3.0,169.0,3
8852,other,4800.0,6.0,420.0,4
8856,other,1600.0,3.0,180.0,3
8859,other,1720.0,2.0,126.0,3
8862,other,1080.0,2.0,64.0,2
8863,other,1100.0,2.0,61.0,2
8866,other,535.0,1.0,35.0,1
8870,other,1145.0,2.0,63.0,2
8871,other,3420.0,3.0,410.0,4
8872,other,1280.0,2.0,75.0,2
8873,other,680.0,3.0,60.0,2
8875,other,1738.0,3.0,110.0,3
8878,other,1050.0,2.0,110.0,2
8879,other,1541.0,2.0,181.0,2
8880,other,1275.0,2.0,105.0,2
8881,other,2048.0,3.0,206.0,3
8885,other,2320.0,2.0,160.0,3
8891,other,1200.0,2.0,140.0,4
8893,other,1160.0,2.0,75.0,2
8899,other,1155.0,2.0,65.0,2
8903,other,984.0,2.0,125.0,2
8904,other,1148.0,2.0,69.0,2
8905,other,1719.0,3.0,110.0,3
8907,other,3000.0,4.0,264.0,4
8909,other,1320.0,2.0,90.0,2
8913,other,1230.0,2.0,68.0,2
8915,other,4560.0,5.0,430.0,4
8920,other,3000.0,4.0,300.0,5
8922,other,1560.0,2.0,125.0,3
8924,other,1245.0,2.0,120.0,2
8925,other,1485.0,2.0,110.0,3
